Date;CNY;JPY;KRW;USD
15-Mar-2018;6.3236;106.01;1065.8;1
16-Mar-2018;6.3261;105.9;1065.8;1
19-Mar-2018;6.331;105.83;1069.6;1
20-Mar-2018;6.331;106.11;1071.2;1
21-Mar-2018;6.3308;;;1
22-Mar-2018;6.3197;105.7;1071.4;1
23-Mar-2018;6.3276;104.9;1069.2;1
26-Mar-2018;6.2965;104.98;1080.8;1
27-Mar-2018;6.2547;105.63;1081.2;1
28-Mar-2018;6.2815;105.48;1072.2;1
29-Mar-2018;6.2931;106.58;1069.4;1
30-Mar-2018;6.2754;106.19;1066.5;1
02-Apr-2018;6.2785;106.32;1064.4;1
03-Apr-2018;6.287;105.89;1058.1;1
04-Apr-2018;6.3025;106.51;1057.8;1
05-Apr-2018;;106.94;1057.6;1
06-Apr-2018;;107.17;1059.5;1
09-Apr-2018;6.3091;106.95;1066;1
10-Apr-2018;6.2949;106.71;1067.5;1
11-Apr-2018;6.2831;107.09;1067.7;1
12-Apr-2018;6.2809;106.82;1066.4;1
13-Apr-2018;6.2874;107.33;1068.7;1
16-Apr-2018;6.2821;107.22;1070;1
17-Apr-2018;6.2785;107;1073.1;1
18-Apr-2018;6.2845;107.32;1068.4;1
19-Apr-2018;6.2769;107.44;1066.5;1
20-Apr-2018;6.2879;107.49;1063.5;1
23-Apr-2018;6.305;107.82;1067.3;1
24-Apr-2018;6.3146;108.76;1068.9;1
25-Apr-2018;6.3224;109.18;1076.9;1
26-Apr-2018;6.3352;109.37;1078.7;1
27-Apr-2018;6.3407;109.31;1079.7;1
30-Apr-2018;6.3407;109.31;1076.2;1
01-May-2018;;109.3;;1
02-May-2018;6.3609;109.83;1067.5;1
03-May-2018;6.3561;;1074.9;1
04-May-2018;6.354;;1076.5;1
07-May-2018;6.3645;108.94;;1
08-May-2018;6.3676;108.91;1076.7;1
09-May-2018;6.3803;109.5;1078.2;1
10-May-2018;6.366;109.91;1081.3;1
11-May-2018;6.3438;109.41;1075.3;1
14-May-2018;6.3367;109.33;1068.6;1
15-May-2018;6.3558;109.7;1066.6;1
16-May-2018;6.3688;110.28;1072.6;1
17-May-2018;6.3655;110.36;1078.7;1
18-May-2018;6.3733;110.89;1079.3;1
21-May-2018;6.3919;111.04;1080;1
22-May-2018;6.3686;110.95;;1
23-May-2018;6.3889;110.48;1083.8;1
24-May-2018;6.3866;109.5;1078.8;1
25-May-2018;6.3907;109.54;1079.7;1
29-May-2018;6.4162;109;1073.2;1
30-May-2018;6.4217;108.5;1076.1;1
31-May-2018;6.402;108.66;1081.3;1
01-Jun-2018;6.4164;109.05;1076.4;1
04-Jun-2018;6.4145;109.66;1076;1
05-Jun-2018;6.4034;109.88;1070.9;1
06-Jun-2018;6.3942;109.86;;1
07-Jun-2018;6.3937;109.96;1069.6;1
08-Jun-2018;6.4091;109.81;1067.9;1
11-Jun-2018;6.4022;109.7;1073.2;1
12-Jun-2018;6.4026;110.4;1073.5;1
13-Jun-2018;6.4048;110.48;;1
14-Jun-2018;6.392;110.22;1075.1;1
15-Jun-2018;6.4144;110.7;1082.5;1
18-Jun-2018;;110.54;1091.4;1
19-Jun-2018;6.4668;110.14;1104.4;1
20-Jun-2018;6.468;110.02;1105.5;1
21-Jun-2018;6.4999;110.58;1108;1
22-Jun-2018;6.499;110.03;1109;1
25-Jun-2018;6.5342;109.5;1108.9;1
26-Jun-2018;6.5528;109.6;1116.1;1
27-Jun-2018;6.5954;109.9;1115.2;1
28-Jun-2018;6.6257;110.05;1117.9;1
29-Jun-2018;6.6248;110.45;1121.7;1
02-Jul-2018;6.6561;111;1117.2;1
03-Jul-2018;6.6637;111;1117.4;1
05-Jul-2018;6.6416;110.38;1115.3;1
06-Jul-2018;6.6506;110.7;1118.4;1
09-Jul-2018;6.6201;110.48;1117.8;1
10-Jul-2018;6.6169;110.99;1112.3;1
11-Jul-2018;6.6535;110.88;1113.8;1
12-Jul-2018;6.6683;112.28;1120.8;1
13-Jul-2018;6.6809;112.7;1127.8;1
16-Jul-2018;6.6928;;1123.4;1
17-Jul-2018;6.677;112.39;1128.7;1
18-Jul-2018;6.7112;112.95;1125.2;1
19-Jul-2018;6.761;112.75;1128.9;1
20-Jul-2018;6.7819;112.58;1131.2;1
23-Jul-2018;6.7798;110.92;1134.8;1
24-Jul-2018;6.8123;111.25;1128.5;1
25-Jul-2018;6.7837;111.28;1135.2;1
26-Jul-2018;6.7776;110.71;1127.5;1
27-Jul-2018;6.8138;111.12;1119.6;1
30-Jul-2018;6.8246;111.04;1120;1
31-Jul-2018;6.8309;110.97;1116.7;1
01-Aug-2018;6.8056;111.83;1117.9;1
02-Aug-2018;6.8269;111.69;1119.3;1
03-Aug-2018;6.8905;111.75;1122.6;1
06-Aug-2018;6.8403;111.34;1128.1;1
07-Aug-2018;6.8412;111.33;1123.5;1
08-Aug-2018;6.824;111.4;1125.7;1
09-Aug-2018;6.8254;110.82;1118.8;1
10-Aug-2018;6.8554;110.88;1117.9;1
13-Aug-2018;6.8803;110.25;1126.3;1
14-Aug-2018;6.8821;110.76;1133.7;1
15-Aug-2018;6.9058;111.37;;1
16-Aug-2018;6.9132;110.83;1132.1;1
17-Aug-2018;6.8885;110.87;1130.7;1
20-Aug-2018;6.8529;110.5;1125.6;1
21-Aug-2018;6.8404;109.92;1121.7;1
22-Aug-2018;6.8455;110.15;1118.2;1
23-Aug-2018;6.8714;110.84;1118.7;1
24-Aug-2018;6.8825;111.42;1120.8;1
27-Aug-2018;6.8175;111.21;1121.8;1
28-Aug-2018;6.81;111.27;1114.3;1
29-Aug-2018;6.8255;111.25;1110;1
30-Aug-2018;6.835;111.66;1108.8;1
31-Aug-2018;6.8314;111;1108.8;1
04-Sep-2018;6.8306;111.08;1113.5;1
05-Sep-2018;6.842;111.5;1114.2;1
06-Sep-2018;6.8378;111.25;1117.6;1
07-Sep-2018;6.8373;110.5;1121.2;1
10-Sep-2018;6.8595;110.94;1123.1;1
11-Sep-2018;6.8618;111.45;1128.1;1
12-Sep-2018;6.87;111.55;1126.8;1
13-Sep-2018;6.8495;111.42;1127.3;1
14-Sep-2018;6.8478;112.05;1121.2;1
17-Sep-2018;6.8692;;1119.2;1
18-Sep-2018;6.8632;111.8;1126.2;1
19-Sep-2018;6.8529;112.35;1126.3;1
20-Sep-2018;6.8534;112.33;1123;1
21-Sep-2018;6.8407;112.7;1119.9;1
24-Sep-2018;;;;1
25-Sep-2018;6.8671;112.95;;1
26-Sep-2018;6.8765;112.92;;1
27-Sep-2018;6.8771;112.83;1116.6;1
28-Sep-2018;6.8814;113.47;1112.7;1
01-Oct-2018;;113.9;1110.2;1
02-Oct-2018;;113.94;1110.9;1
03-Oct-2018;;113.6;;1
04-Oct-2018;;114.4;1116.4;1
05-Oct-2018;;114.09;1128.3;1
09-Oct-2018;6.9239;113;;1
10-Oct-2018;6.919;113.04;1131.7;1
11-Oct-2018;6.9282;112.15;1132.5;1
12-Oct-2018;6.9152;112.16;1142.5;1
15-Oct-2018;6.9275;111.99;1133.3;1
16-Oct-2018;6.9189;111.86;1133.4;1
17-Oct-2018;6.9272;112.39;1128.1;1
18-Oct-2018;6.9377;112.51;1125;1
19-Oct-2018;6.933;112.32;1132.6;1
22-Oct-2018;6.9354;112.45;1134.3;1
23-Oct-2018;6.9395;112.75;1130.9;1
24-Oct-2018;6.9385;112.44;1135.8;1
25-Oct-2018;6.9481;111.95;1132.2;1
26-Oct-2018;6.9381;112.41;1138.5;1
29-Oct-2018;6.953;111.95;1140.6;1
30-Oct-2018;6.963;112.51;1138.6;1
31-Oct-2018;6.9717;113.24;1140.6;1
01-Nov-2018;6.9533;112.89;1139.2;1
02-Nov-2018;6.8965;113.05;1138.8;1
05-Nov-2018;6.9275;113.2;1125.5;1
06-Nov-2018;6.9239;113.28;1122.7;1
07-Nov-2018;6.9298;113.6;1122.5;1
08-Nov-2018;6.9283;113.62;1120.9;1
09-Nov-2018;6.9465;113.9;1118.4;1
12-Nov-2018;6.9636;114.09;1125.7;1
13-Nov-2018;6.952;113.7;1132;1
14-Nov-2018;6.9498;113.92;1135.7;1
15-Nov-2018;6.9377;113.61;1132.4;1
16-Nov-2018;6.9503;113.4;1130.3;1
19-Nov-2018;6.9393;112.77;1128.7;1
20-Nov-2018;6.9424;112.5;1127.4;1
21-Nov-2018;6.9425;112.89;1127.5;1
26-Nov-2018;6.938;113.25;1130.5;1
27-Nov-2018;6.9504;113.5;1129.9;1
28-Nov-2018;6.9564;113.8;1129.7;1
29-Nov-2018;6.9443;113.27;1128.9;1
30-Nov-2018;6.9433;113.43;1121.8;1
03-Dec-2018;6.8904;113.5;1120.3;1
04-Dec-2018;6.8452;113.59;1113.7;1
05-Dec-2018;6.8681;113;;1
06-Dec-2018;6.8816;112.8;1113.6;1
07-Dec-2018;6.8827;112.75;1117.8;1
10-Dec-2018;6.907;112.57;1118.2;1
11-Dec-2018;6.9001;113.06;1124.7;1
12-Dec-2018;6.888;113.5;1129.4;1
13-Dec-2018;6.8678;113.45;1127.6;1
14-Dec-2018;6.8948;113.58;1124;1
17-Dec-2018;6.8999;113.48;1129.2;1
18-Dec-2018;6.8986;112.5;1131.6;1
19-Dec-2018;6.8973;112.4;1129.9;1
20-Dec-2018;6.9003;112.52;1125.1;1
21-Dec-2018;6.8977;111.24;1128.9;1
26-Dec-2018;6.8765;110.44;1125.2;1
27-Dec-2018;6.8905;111.1;1125.6;1
28-Dec-2018;6.853;110.83;1121.3;1
02-Jan-2019;6.8557;;1118.1;1
03-Jan-2019;6.8744;;1119;1
04-Jan-2019;6.8647;107.63;1127.5;1
07-Jan-2019;6.8498;108.49;1125.2;1
08-Jan-2019;6.86;108.74;1118;1
09-Jan-2019;6.8353;108.9;1121.7;1
10-Jan-2019;6.7899;107.93;1121.6;1
11-Jan-2019;6.7468;108.4;1118.9;1
14-Jan-2019;6.7644;;1117.6;1
15-Jan-2019;6.753;108.36;1121.4;1
16-Jan-2019;6.7615;108.46;1120.1;1
17-Jan-2019;6.767;109.02;1122;1
18-Jan-2019;6.7725;109.35;1121.4;1
22-Jan-2019;6.8064;109.63;1126.5;1
23-Jan-2019;6.7887;109.64;1130.2;1
24-Jan-2019;6.795;109.5;1128.2;1
25-Jan-2019;6.7621;109.72;1128;1
28-Jan-2019;6.7371;109.32;1125.1;1
29-Jan-2019;6.7374;109.18;1116.9;1
30-Jan-2019;6.7123;109.39;1118.1;1
31-Jan-2019;6.7064;108.92;1117.2;1
01-Feb-2019;6.7355;108.88;1111.6;1
04-Feb-2019;;109.53;;1
05-Feb-2019;;109.99;;1
06-Feb-2019;;109.75;;1
07-Feb-2019;;109.88;1116.8;1
08-Feb-2019;;109.8;1123.4;1
11-Feb-2019;6.7776;;1124.5;1
12-Feb-2019;6.7781;110.5;1124.5;1
13-Feb-2019;6.7594;110.55;1124.6;1
14-Feb-2019;6.7668;111;1121.7;1
15-Feb-2019;6.7787;110.38;1125;1
19-Feb-2019;6.7726;110.68;1124.7;1
20-Feb-2019;6.7241;110.84;1127.5;1
21-Feb-2019;6.7144;110.72;1122.6;1
22-Feb-2019;6.72;110.72;1124.4;1
25-Feb-2019;6.6982;110.8;1125.7;1
26-Feb-2019;6.6991;110.8;1120.8;1
27-Feb-2019;6.6858;110.55;1118.3;1
28-Feb-2019;6.6883;110.89;1117.8;1
01-Mar-2019;6.7015;111.7;;1
04-Mar-2019;6.6957;112;1124.9;1
05-Mar-2019;6.7029;111.85;1125;1
06-Mar-2019;6.7105;111.77;1125.8;1
07-Mar-2019;6.709;111.65;1127.8;1
08-Mar-2019;6.7243;111.52;1128.3;1
11-Mar-2019;6.7245;111.12;1134;1
12-Mar-2019;6.712;111.4;1134.5;1
13-Mar-2019;6.711;111.3;1128.7;1
14-Mar-2019;6.7174;111.25;1131.5;1
15-Mar-2019;6.716;111.86;1132.7;1
18-Mar-2019;6.7124;111.55;1136.1;1
19-Mar-2019;6.7168;111.28;1133.7;1
20-Mar-2019;6.7054;111.6;1130.9;1
21-Mar-2019;6.6837;;1130.4;1
22-Mar-2019;6.7014;110.71;1125.8;1
25-Mar-2019;6.7129;109.8;1129.8;1
26-Mar-2019;6.7134;110.09;1134.9;1
27-Mar-2019;6.7238;110.55;1132.1;1
28-Mar-2019;6.7282;110.2;1134.7;1
29-Mar-2019;6.7211;110.92;1137.8;1
01-Apr-2019;6.712;111.08;1136.1;1
02-Apr-2019;6.721;111.35;1132.7;1
03-Apr-2019;6.7075;111.47;1135.8;1
04-Apr-2019;6.7179;111.49;1134.9;1
05-Apr-2019;;111.77;1135.5;1
08-Apr-2019;6.7192;111.45;1136.4;1
09-Apr-2019;6.7136;111.35;1141.4;1
10-Apr-2019;6.7161;111.17;1142.8;1
11-Apr-2019;6.717;111.07;1142.2;1
12-Apr-2019;6.7185;111.75;1139.2;1
15-Apr-2019;6.706;111.99;1140.5;1
16-Apr-2019;6.7071;111.97;1133.9;1
17-Apr-2019;6.6908;112;1135.7;1
18-Apr-2019;6.7002;111.98;1136.1;1
19-Apr-2019;6.7043;111.93;1136.2;1
22-Apr-2019;6.713;111.96;1137.1;1
23-Apr-2019;6.7191;111.83;1140.8;1
24-Apr-2019;6.7191;111.93;1141.1;1
25-Apr-2019;6.7372;112;1146.9;1
26-Apr-2019;6.7367;111.7;1158.7;1
29-Apr-2019;6.7326;;1159.7;1
30-Apr-2019;6.7411;111.7;1158.2;1
01-May-2019;;;;1
02-May-2019;;;1163.8;1
03-May-2019;;;1163.9;1
06-May-2019;6.7692;;;1
07-May-2019;6.764;110.72;1169.4;1
08-May-2019;6.77;110.01;1169.8;1
09-May-2019;6.8127;109.95;1169.9;1
10-May-2019;6.8089;109.85;1175.8;1
13-May-2019;6.8673;109.75;1178.1;1
14-May-2019;6.8856;109.58;1183.1;1
15-May-2019;6.8683;109.65;1187;1
16-May-2019;6.885;109.46;1189.4;1
17-May-2019;6.9114;109.94;1189.8;1
20-May-2019;6.9125;110.17;1192.7;1
21-May-2019;6.912;110.15;1192.9;1
22-May-2019;6.9129;110.51;1193.3;1
23-May-2019;6.915;110.22;1194.6;1
24-May-2019;6.9048;109.71;1191.2;1
28-May-2019;6.9109;109.52;1184.1;1
29-May-2019;6.9155;109.27;1187.6;1
30-May-2019;6.9055;109.57;1193.1;1
31-May-2019;6.9035;109.33;1190;1
03-Jun-2019;6.9062;108.25;1191.2;1
04-Jun-2019;6.9123;108.02;1183;1
05-Jun-2019;6.9104;108.12;1181.5;1
06-Jun-2019;6.914;108.24;;1
07-Jun-2019;;108.48;1179.8;1
10-Jun-2019;6.9342;108.49;1179.5;1
11-Jun-2019;6.9166;108.6;1184;1
12-Jun-2019;6.9129;108.45;1181.7;1
13-Jun-2019;6.9208;108.33;1181.7;1
14-Jun-2019;6.9239;108.38;1184.7;1
17-Jun-2019;6.9245;108.6;1184;1
18-Jun-2019;6.9296;108.54;1186.3;1
19-Jun-2019;6.9047;108.37;1185;1
20-Jun-2019;6.8474;107.65;1177;1
21-Jun-2019;6.8764;107.1;1167.7;1
24-Jun-2019;6.882;107.4;1162;1
25-Jun-2019;6.8791;107;1157.9;1
26-Jun-2019;6.8866;107.36;1154.7;1
27-Jun-2019;6.8777;108.08;1158.2;1
28-Jun-2019;6.8668;107.68;1156.8;1
01-Jul-2019;6.8433;108.24;1156.4;1
02-Jul-2019;6.8735;108.42;1155.4;1
03-Jul-2019;6.886;107.6;1164.8;1
05-Jul-2019;6.8782;107.86;;1
08-Jul-2019;6.8845;108.52;1170.4;1
09-Jul-2019;6.881;108.86;1178.5;1
10-Jul-2019;6.8845;108.9;1179.9;1
11-Jul-2019;6.8662;108.14;1181.4;1
12-Jul-2019;6.8785;108.4;1173.8;1
15-Jul-2019;6.8742;;1177.3;1
16-Jul-2019;6.8758;107.95;1179.2;1
17-Jul-2019;6.8797;108.17;1178.5;1
18-Jul-2019;6.8774;107.7;1180.4;1
19-Jul-2019;6.8743;107.5;1179.5;1
22-Jul-2019;6.8793;107.96;1173.4;1
23-Jul-2019;6.8783;108.05;1177.6;1
24-Jul-2019;6.8795;108.17;1178.4;1
25-Jul-2019;6.8726;108.17;1178.2;1
26-Jul-2019;6.879;108.65;1179.8;1
29-Jul-2019;6.8921;108.45;1184.2;1
30-Jul-2019;6.8831;108.78;1183.4;1
31-Jul-2019;6.8834;108.56;1182;1
01-Aug-2019;6.9003;109.24;1181.9;1
02-Aug-2019;6.9363;107.11;1188.5;1
05-Aug-2019;7.033;106.03;1194.8;1
06-Aug-2019;7.0354;105.6;1211.8;1
07-Aug-2019;7.0402;106.15;1214.3;1
08-Aug-2019;7.0452;106.11;1214.5;1
09-Aug-2019;7.052;105.98;1211.3;1
12-Aug-2019;7.067;;1209.7;1
13-Aug-2019;7.0657;105.43;1215.6;1
14-Aug-2019;7.0125;106.36;1218.9;1
15-Aug-2019;7.0258;105.93;;1
16-Aug-2019;7.0459;106.15;1211.7;1
19-Aug-2019;7.0473;106.38;1213.3;1
20-Aug-2019;7.0626;106.56;1210.7;1
21-Aug-2019;7.0601;106.47;1210.2;1
22-Aug-2019;7.0785;106.45;1204;1
23-Aug-2019;7.0864;106.55;1205.1;1
26-Aug-2019;7.1471;105.25;1212.2;1
27-Aug-2019;7.1646;105.84;1218.2;1
28-Aug-2019;7.1666;105.79;1213.1;1
29-Aug-2019;7.1541;105.92;1213.5;1
30-Aug-2019;7.1401;106.43;1215.2;1
03-Sep-2019;7.1773;106.3;1211.9;1
04-Sep-2019;7.1553;105.99;1215.2;1
05-Sep-2019;7.1431;106.4;1209.7;1
06-Sep-2019;7.1225;107.05;1199.6;1
09-Sep-2019;7.1337;106.95;1196.9;1
10-Sep-2019;7.102;107.43;1192.4;1
11-Sep-2019;7.1159;107.64;1191.9;1
12-Sep-2019;7.0847;108.03;;1
13-Sep-2019;;108.2;;1
16-Sep-2019;7.0659;;1191.4;1
17-Sep-2019;7.0913;108.19;1184;1
18-Sep-2019;7.091;108.21;1188.3;1
19-Sep-2019;7.0969;108.13;1190.5;1
20-Sep-2019;7.0881;108;1195.1;1
23-Sep-2019;7.1213;;1191.1;1
24-Sep-2019;7.1052;107.66;1193.1;1
25-Sep-2019;7.1238;107.07;1194;1
26-Sep-2019;7.131;107.71;1198.3;1
27-Sep-2019;7.1234;107.77;1199.1;1
30-Sep-2019;7.1292;107.95;1201.3;1
01-Oct-2019;;108.17;1199.2;1
02-Oct-2019;;107.84;1198.2;1
03-Oct-2019;;107.14;;1
04-Oct-2019;;106.82;1203.7;1
07-Oct-2019;;106.8;1197;1
08-Oct-2019;7.1264;107.39;1196.5;1
09-Oct-2019;7.1379;107.09;;1
10-Oct-2019;7.1247;107.33;1194.7;1
11-Oct-2019;7.0999;108;1196.1;1
15-Oct-2019;7.0785;108.33;1183.7;1
16-Oct-2019;7.099;108.68;1184.1;1
17-Oct-2019;7.0881;108.75;1187;1
18-Oct-2019;7.0783;108.67;1186.6;1
21-Oct-2019;7.0749;108.49;1180.5;1
22-Oct-2019;7.0762;;1175.4;1
23-Oct-2019;7.0769;108.38;1171.4;1
24-Oct-2019;7.0659;108.61;1173.7;1
25-Oct-2019;7.0715;108.7;1171;1
28-Oct-2019;7.0594;108.76;1174.2;1
29-Oct-2019;7.0601;108.97;1169.6;1
30-Oct-2019;7.0575;108.84;1166.5;1
31-Oct-2019;7.0378;108.83;1168.4;1
01-Nov-2019;7.0396;107.98;1161.7;1
04-Nov-2019;7.0258;;1167.6;1
05-Nov-2019;7.0046;108.77;1160.4;1
06-Nov-2019;7.0002;109.06;1160.1;1
07-Nov-2019;6.9947;108.7;1157.5;1
08-Nov-2019;6.9845;109.35;1160.6;1
11-Nov-2019;7.0107;109.03;1156.1;1
12-Nov-2019;7.0021;109.14;1161.3;1
13-Nov-2019;7.0163;109.04;1163.5;1
14-Nov-2019;7.015;108.73;1167.6;1
15-Nov-2019;7.0124;108.57;1170.4;1
18-Nov-2019;7.0142;108.8;1166.3;1
19-Nov-2019;7.0258;108.53;1164.5;1
20-Nov-2019;7.0305;108.5;1168.6;1
21-Nov-2019;7.0391;108.48;1170.1;1
22-Nov-2019;7.0346;108.66;1176.5;1
25-Nov-2019;7.0333;108.78;1177.8;1
26-Nov-2019;7.0355;109.05;1176.2;1
27-Nov-2019;7.0291;109.11;1174.4;1
02-Dec-2019;7.0421;109.66;1180.3;1
03-Dec-2019;7.0468;109.13;1180.4;1
04-Dec-2019;7.0721;108.55;1186.2;1
05-Dec-2019;7.0426;108.86;1193.7;1
06-Dec-2019;7.0311;108.78;1190.2;1
09-Dec-2019;7.0382;108.58;1189.7;1
10-Dec-2019;7.0366;108.64;1189.3;1
11-Dec-2019;7.0396;108.74;1192;1
12-Dec-2019;7.0314;108.58;1193.3;1
13-Dec-2019;6.9851;109.5;1188.6;1
16-Dec-2019;7.0023;109.39;1171.7;1
17-Dec-2019;7.0018;109.54;1172.9;1
18-Dec-2019;7.0041;109.44;1166.7;1
19-Dec-2019;7.0075;109.58;1165.3;1
20-Dec-2019;7.0093;109.39;1164.5;1
23-Dec-2019;7.0124;109.42;1162.6;1
26-Dec-2019;7.0008;109.55;1163.7;1
27-Dec-2019;6.9996;109.49;1161.2;1
30-Dec-2019;6.987;109.12;1160.9;1
